"The successful candidate should possess the following:   â€¢	Knowledge of PMS, RMDS and CHRMS. â€¢	Proficient in Microsoft Office including strong skills in Excel and Word. â€¢	Strong supervisory, analytical, research and organizational skills. â€¢	Strategic thinker with ability to work at a detailed level. â€¢	Excellent interpersonal, oral and written communication skills. â€¢	Ability to handle multiple tasks and deadlines.",56249.0
A valid or ability to obtain a New York State Grade IIB Water Treatment Operator Certification.,55870.0
2 or more years working in a storehouse or related facility NYS Driver's License,55526.0
"Organizational, interpersonal, analytical, communications, and problem-solving skills.",55416.0
"Preference will be given to candidates who possess excellent customer service, written and verbal communication skills, interpersonal skills and proficiency in Microsoft Excel and Word.",55228.0
"â€¢	Possess a Bachelor Degree in Social work OR current enrollment within a Masterâ€™s of Social/Work Counseling/ Mental Health Program from an Accredited Institution. â€¢	A minimum of 2 yearsâ€™ experience working with at risk youth within the justice system/child welfare    system/mental health system. â€¢	Proficient in gathering information within a short timeframe; applicant MUST be able to construct a well-organized, insightful and detailed written report. â€¢	Excellent Communication skills: verbal (e.g. oral) & non-verbal (e.g. written/physical behavior, Bilingual/Spanish speaking a plus. â€¢	Ability to work independently and in a team environment. â€¢	Willingness and ability to work with a culturally diverse population",55196.0
"â€¢	Experience in the planning, layout and details of contract drawings, specifications, field inspections and investigations.    â€¢	Experience in the design of site plans and storm water management.   â€¢	Experience in the application of code requirements and preparation of technical reports, and related design software applications.  â€¢	Excellent communication and leadership skills.  â€¢	Proficient with Microsoft Word and Excel Applications.",55170.0
all candidates must have a four year high school diploma or its educational equivalent,55123.0
storing and filtering storm water. These areas also provide important community open spaces and a diverse wildlife habitat.  The Bureau of Water & Sewer Operations is seeking to hire Civil Engineering Interns. The selected candidates will support various Divisions within BWSO and will be trained and will assist in research,55039.0
"â€œ2\"\" and â€œ3\"\" above must have been  obtained within the last 10 years.\"",55024.0
"1.   Demonstrated interest in law enforcement, criminal justice, or public service. 2.   Prior experience in conducting or assisting in long-term criminal investigations a plus.    3.   Solid writing ability: confident and adaptable writer. 4.   Experience analyzing large amounts of data using Microsoft Excel or other tools. 5.   Strong communication skills, excellent judgment, and confidence to discuss results of your analysis. 6.   Ability to initiate and drive projects to completion with minimal guidance. 7.   Ability to work well in a team environment and take constructive criticism and feedback on a consistent basis. 8.   Highly detail oriented and organized with the ability to multi-task and work in a fast paced environment. 9.   Ability to prioritize and manage large volume of tasks. 10. Ability to exercise discretion on sensitive or confidential matters.",55000.0
"PREFERRED SKILLS â€¢ Bachelorâ€™s degree.  â€¢ Prior criminal justice experience or coursework preferred.  â€¢ Excellent verbal, written and professional interpersonal communication skills.",55000.0
"1.	Demonstrated interest in law enforcement, criminal justice, or public service. 2.	Prior experience in conducting or assisting in long-term criminal investigations a plus.    3.	Solid writing ability: confident and adaptable writer. 4.	Experience analyzing large amounts of data using Microsoft Excel or other tools. 5.	Strong communication skills, excellent judgment, and confidence to discuss results of your analysis. 6.	Ability to initiate and drive projects to completion with minimal guidance. 7.	Ability to work well in a team environment and take constructive criticism and feedback on a consistent basis. 8.	Highly detail oriented and organized with the ability to multi-task and work in a fast paced environment. 9.	Ability to prioritize and manage large volume of tasks. 10.   Ability to exercise discretion on sensitive or confidential matters.",55000.0
"1.  Prior experience in conducting or assisting in long-term investigations with a law enforcement agency, other government agency, or private firm. 2.  Strong organizational skills and proven ability to manage time efficiently, meet deadlines, and multi-task. 3.  Ability to write reports and memoranda in clear, accessible language. 4.  Proven ability to analyze and assess complex documents and data. 5.  Ability to exercise discretion on sensitive or confidential matters.   6.  Demonstrated interest in child welfare or social services matters is a plus.  7.  Strong computer skills, including Word Excel and databases. 8.  Strong interpersonal, communication, and interviewing skills.   9.  Ability to speak Spanish is a plus. 10.  Ability to work well in a team environment and take constructive criticism and feedback on a consistent basis.",55000.0
"â€¢	Bachelor's Degree in Computer Science, Information Systems or Related Field.   â€¢	Some training or experience in the criminal justice field strongly preferred.  â€¢	Technical Reporting/Writing.  â€¢	Strong application skills in all desktop Office productivity programs: Word, Excel, Access and Outlook.  â€¢	Relational Database experience with products such as MySQL, SQL, etc.  â€¢	Strong presentation skills.  â€¢	Quick learner.  â€¢	Experience in programming or scripting language(s).  â€¢	Previous experience in computer science in a development or engineering capacity.",55000.0
"4.	A satisfactory combination of education and/or experience mentioned in \"\"1\"\"",54913.0
"\"\"2\"\" or \"\"3\"\" above. Satisfactory completion of a one year specialized training program in secretarial science",54913.0
"Preference given to candidates proficient in Microsoft Excel, Outlook and Word; with at least one year of experience using each software. Excellent written and  oral communication skills needed.",54879.0
"Microsoft Word, Excel, PowerPoint, Outlook and other Microsoft Office Applications",54879.0
"Must be proficient in Microsoft Word, Excel, PowerPoint, Outlook and other Microsoft Office Applications.",54879.0
"PREFERRED SKILLS Successful candidates should have experience in data entry.  Knowledge of various computer programs such as Microsoft Word and Microsoft Excel; ability to type at least 35 words per minute.  SPECIAL NOTE 1.	Selected candidates will be required to provide a DNA sample by swabbing. 2.	In case of an emergency, your position may be designated as essential staff.",54879.0
"Demonstrates excellent communication, organization and writing skills.  Preferences will be given to candidates with computer knowledge of MS Word, Excel, and Access",54879.0
"Preferred candidate has significate child protective experience in the field and has also appeared in court, testifying often. Candidate should be comfortable using multiple computer databases including Connections and LTS.",54720.0
"Additional Qualification Requirements for Level 2:  A baccalaureate degree from an accredited college and either (a) 1 year of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services; or (b) Paralegal Certification obtained in the United States from an accredited program or a program approved by the American Bar Association; or  A baccalaureate degree from an accredited college including or supplemented by a combination of 12 semester credits in U.S. History, U.S. Political Science, U.S. Law, U.S. Paralegal Studies, U.S. Criminal Justice, urban studies, international relations and/or legal studies; or  An associate degree or completion of 60 credits from an accredited college and three years of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services; or  A four year high school diploma or its educational equivalent approved by a Stateâ€™s Department of Education or a recognized accrediting organization and five years of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services.  Experience which is primarily legal secretarial or includes only incidental paralegal (legal assistant) services is not acceptable.  To be acceptable, experience in paralegal (legal assistant) services must have involved the American Legal System.",54633.0
mechanical,54580.32
"approved by a Stateâ€™s Department of Education or a recognized accrediting organization and two years of satisfactory full-time experience as described  in \"\"\"\"2\"\"\"\" above; or    4. A four-year high school diploma or its educational equivalent approved by a Stateâ€™s Department of Education or a recognized accrediting organization",54280.0
"Interested candidates should have excellent written and verbal communication skills effective problem-solving and analytic skills, and the ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment. Candidates should be highly motivated, detail-oriented, and able to work well independently and as part of a team. Although not required, the successful applicant will likely have one or more of the following academic or professional experiences: urban planning, transportation policy, public administration, public policy, business, economics, statistics, political science, journalism, environmental studies, or in a related degree program. B.A. or B.S. required. Experience with Excel, Access, PowerPoint, Adobe Creative Suite, and professional writing strongly desired. Ability to speak or write a language other than English preferred but not required.",54000.0
"â€¢	Experience with MS Dynamics, Siebel, and Tamis. â€¢	Proficiency with Microsoft Office Suite (particularly MS Word, Excel, and PowerPoint). â€¢	Writing and clearly communicating complex changes and improvements. â€¢	Communication of sensitive topics to key stakeholders.",54000.0
"1.  Exceptional organizational skills. 2.  Strong written and verbal communication skills. 3.  Ability to meet deadlines. 4.  Strong understanding of Microsoft Office, especially Excel. 5.  Knowledge of NYCHAâ€™s Contract Procedure Resolution. 6.  Knowledge of eBuilder, Primavera Contract Manager and P6.",53993.0
"Experience with horticultural maintenance, ability to work flexible hours, nights and weekends as needed.   Strong organizational, communication and leadership skills. Commercial Drivers license preferred.",53924.0
"â€¢  Experience conducting policy reviews or analysis  â€¢  Degree in a social science or related field, and a background in conducting policy reviews for a government or non-profit organization  â€¢  Knowledge of, and demonstrated interest in, law, law enforcement, criminal justice, police oversight, and/or civil rights issues  â€¢  Excellent judgment and confidence to discuss law enforcement policies and procedures with internal and external stakeholders  â€¢  Familiarity with NYPD procedures a plus â€¢  Experience with quantitative and qualitative research methods â€¢  Knowledge of statistical software packages  â€¢  Strong written and oral communication skills",53712.0
"Additional Qualification Requirements for Level 2:  A baccalaureate degree from an accredited college and either (a) 1 year of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services; or (b) Paralegal Certification obtained in the United States from an accredited program or a program approved by the American Bar Association; or  A baccalaureate degree from an accredited college including or supplemented by a combination of 12 semester credits in U.S. History, U.S. Political Science, U.S. Law, U.S. Paralegal Studies, U.S. Criminal Justice, urban studies, international relations and/or legal studies; or  An associate degree or completion of 60 credits from an accredited college and three years of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services; or  A four year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization and five years of full-time satisfactory experience acquired in the United States, in the performance of paralegal (legal assistant) services.  Experience which is primarily legal secretarial or includes only incidental paralegal (legal assistant) services is not acceptable.  To be acceptable, experience in paralegal (legal assistant) services must have involved the American Legal System.  Candidates are preferred to be able to work independently, be assertive, highly organized, detail-oriented and have excellent computer skills, and written and oral communication skills.  Candidates should be able to create and edit documents in Microsoft Word and Excel.   Candidates are preferred to be computer proficient in Microsoft Word, Excel, PowerPoint, Outlook and other Microsoft Office applications.  As well as FileSite and Law Manager.",53300.0
"â€¢	Familiarity with wastewater and water supply facilities, equipment and processes. â€¢	Strong background and comfort in working with databases and large complex data sets â€¢	Written and oral communication skills. â€¢	Proficiency in the following computer programs: MS Excel, Access and Word.  â€¢	Organized with ability to handle multiple priorities and complex data sets. â€¢	Excellent interpersonal skills, and a team player.",53170.0
"Interested candidates should have excellent written and verbal communication skills, Fluency in language spoken by TLC licensees, including Spanish, including ability to -speak, read and write, effective problem-solving skills, and the ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment. Candidates should be highly motivated and able to work well independently and as part of a team. Although not required, the successful applicant will likely have one or more of the following academic or professional experiences: urban planning, transportation policy, public administration, public policy, business, economics, statistics, political science, environmental studies, or in a related degree program. B.A. or B.S. required. Experience with analytical and database software like Excel and Access is strongly desired.",52524.0
"Interested candidates should have excellent written and verbal communication skills, effective problem-solving and analytic skills, and the ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment. Ability to analyze and manipulate data is a must. Candidates should be highly motivated and able to work well independently and as part of a team.  Although not required, the successful applicant will likely have one or more of the following academic or professional experiences: urban planning, transportation policy, public administration, public policy, business, economics, statistics, political science, environmental studies, or in a related degree program. B.A. or B.S. required.  Experience with SQL, Python, R, Excel, and GIS is strongly desired.",52524.0
"One year of experience dealing with the public, including the obtaining of information from persons. Must have a clear, strong speaking voice. Must be computer literate. Able to keep detailed notes. Able to work under pressure and multi task.",52445.0
storing and filtering storm water. These areas also provide important community open spaces and a diverse wildlife habitat.  The Bureau of Water and Sewer Operation's Connections and Permitting Unit is seeking to hire five Civil Engineering Interns to serve as Inspectors. Under direct supervision,52000.0
storing and filtering storm water. These areas also provide important community open spaces and a diverse wildlife habitat.  The Bureau of Water & Sewer Operations is seeking to hire Project Manager Interns. The selected candidates will support various Divisions within BWSO and will be trained and will assist in research,52000.0
"-	Good writing and verbal communication skills  -	Strong typing skills with speed and accuracy   -	Familiarity with Word, Access, and Excel  -	Experience with entering data into databases from questionnaires or other forms  -	Strong organizational and tim",51981.0
"Experience with computerized systems; Knowledge of detailed record keeping systems; ability to work under pressure; excellent oral, written, administrative and interpersonal skills.",51981.0
"Must be proficient in Microsoft Office applications, such as Excel, Outlook and Word.    Must also be detail-oriented, have the ability to multi-task, is a quick learner and a team player.",51981.0
"We are looking for an energetic analyst with a passion for transportation policy issues and excellent communication and project management skills, including: â€¢	Ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment â€¢	Excellent written and verbal communication skills â€¢	Effective problem-solving and analytic skills â€¢	Ability to work well independently and as part of a team â€¢	Skills in data analysis or willingness to learn",51902.0
you must have a motor vehicle driver license valid in the State of New York. If you have moving violations,51765.0
"Excellent written and oral communications skills; experience using database systems  Be Flexible, adaptable, customer-focused, and goal-oriented with a commitment to high standards of excellence  Excellent interpersonal, organizational, strategic thinking and quantitative/qualitative skills.",51049.0
"The position draws on technical and scientific skills, as well as effective communication skills.  Candidates should have excellent verbal, written, interpersonal, organizational skills and computer skills. ________________________________________",51049.0
"The position draws on technical and scientific skills, as well as effective communication skills  Candidates should have excellent verbal, written, interpersonal, organizational skills and computer skills.",51049.0
"The position draws on technical and scientific skills, as well as effective communication skills.  Candidates should have excellent verbal, written, interpersonal, organizational skills and computer skills.",51049.0
"Three years of full time experience in the identification, evaluation and control of environmental and safety hazards for protection against exposure to harmful substances and/or hazardous conditions",50458.0
"â€¢	Bachelorâ€™s degree.  â€¢	Prior criminal justice experience or coursework preferred.  â€¢	Excellent verbal, written and professional interpersonal communication skills. â€¢	Proficiency in Microsoft Office programs. â€¢	Fluency in foreign languages, particularly Spanish.",50000.0
"The successful candidate should possess the following:  â€¢Timekeeping or Payroll experience; â€¢Knowledge of PMS, RMDS, Eforms/Estubs and CHRMS; â€¢Proficiency in MS Excel and Word; â€¢Excellent analytical skills, work ethic and attention to detail; â€¢Excellent verbal and written communications skills; â€¢Excellent telephone skills and a professional demeanor; â€¢Excellent customer service skills; â€¢Ability to work independently and meet deadlines; â€¢Ability to work well in a fast-paced environment; â€¢Ability to maintain confidentiality.",50000.0
"1. Bachelorâ€™s degree, preferably in Forensic Computing, Computer Science or Computer Security  2. Knowledge of Digital Forensic Industry standards, chain of custody procedures, forensic methodologies, best practices and evidence handling 3. Proficiency with forensic techniques and the most commonly used forensic toolsets, such as EnCase, FTK Suite, Cellebrite, XRY Complete, and Open Source Tools  4. Experience conducting forensic imaging and examinations of digital and electronic media, including, but not limited to: computer hard drives, external drives, mobile devices, network devices, and any other device that stores digital evidence 5. At least two (2) years experience in a digital forensics field or two years of equivalent graduate study in forensics computing  6. A+, Network+, CCE, CFCE, or ENCE Certification  7. Strong attention to detail and high concern for data accuracy 8. Strong communication skills and the ability to testify to findings in Grand Jury and trial proceedings  9. Excellent organizational skills and an ability to prioritize and coordinate large numbers of investigations",50000.0
"1. Strong writing and editing skills, including the ability to prepare professional emails, memos, and letters  2. Excellent communication skills, including active listening, conflict resolution, and interpersonal skills  3. Ability to analyze, assess and draw conclusions from a variety of sources 4. Investigative, legal, journalistic and/or academic research experience 5. Capable of managing a high-volume workload with the capacity to address unforeseen challenges 6. Ability to handle highly confidential and sensitive information",50000.0
"â€¢	Strong writing and editing skills, including the ability to prepare professional emails, memos, and letters  â€¢	Excellent communication skills, including active listening, conflict resolution, and interpersonal skills  â€¢	Ability to analyze, assess and draw conclusions from a variety of sources â€¢	Investigative, legal, journalistic and/or academic research experience â€¢	Capable of managing a high-volume workload with the capacity to address unforeseen challenges â€¢	Ability to handle highly confidential and sensitive information",50000.0
"Â·	Strong writing and editing skills, including the ability to prepare professional emails, memos, and letters Â·	Excellent communication skills, including active listening, conflict resolution, and interpersonal skills  Â·	Ability to analyze, assess and draw conclusions from a variety of sources Â·	Investigative, legal, journalistic and/or academic research experience Â·	Capable of managing a high-volume workload with the capacity to address unforeseen challenges Â·	Ability to handle highly confidential and sensitive information",50000.0
"Â¿â€¢   Three (3) years of experience with government, civic, policy/research or similar organizations;  Â¿â€¢	  Possess exceptional organizational, problem-solving, communication, and interpersonal skills;  Â¿â€¢   Familiarity with the City budgeting process and the Cityâ€™s Financial Management System   Â¿â€¢	  Work effectively in a fast-paced, deadline-driven environment with a sense of priority, high expectations and an entrepreneurial spirit;  Â¿â€¢	Work collaboratively with staff members to meet aggressive goals;  Â¿â€¢	Simultaneously manage multiple projects while maintaining a firm grasp of individual project details; and  Â¿â€¢	Build and manage strong relationships with external parties and internal leaders.",50000.0
"Â·Strong writing and editing skills, including the ability to prepare professional emails, memos, and letters  Â·Excellent communication skills, including active listening, conflict resolution, and interpersonal skills  Â·Ability to analyze, assess and draw conclusions from a variety of sources Â·Investigative, legal, journalistic and/or academic research experience Â·Capable of managing a high-volume workload with the capacity to address unforeseen challenges Â·Ability to handle highly confidential and sensitive information",50000.0
"â€¢	Excellent communication skills, including active listening, conflict resolution, and interpersonal skills â€¢	Strong writing skills, including the ability to prepare professional documents â€¢	Proven organizational and time management skills â€¢	Proficient in Microsoft Office Suite â€¢	Ability to handle highly confidential and sensitive information",50000.0
"â€¢	Basic knowledge of PMS, CityTime, FMS, PIP, CHRMS or Remedy   â€¢	Excellent work ethic and attention to detail  â€¢	Excellent verbal and written communication skills â€¢	Excellent telephone skills with a professional demeanor  â€¢	Ability to work independently or as part of a team â€¢	Ability to work well and efficiently in a fast-paced environment  â€¢	Ability to maintain confidentiality â€¢	Must currently be a City employee who is permanent in the title of Clerical Associate or a comparable title.",50000.0
"1. Knowledge of, and demonstrated interest in, law enforcement, criminal justice, and/or civil rights issues.  2. Knowledge pertaining to New York City construction codes or auditing experience including financial and/or risk assessment. 3. Relationship-builder with strong interpersonal skills who effectively conveys information verbally and in writing.  4. Highly analytical thinking with demonstrated talent for identifying, scrutinizing, improving, and streamlining complex work processes. 5. Excel proficiency is preferred 6. Certified Peace Officer status is a plus.",50000.0
"The ideal candidate will possess the following qualities:  The ability to communicate effectively and professionally with internal and external personnel.   The ability to schedule, prioritize and maintain a high volume calendar of meetings and other appointments for senior staff.",50000.0
Experience with Law Manager and Microsoft Office Applications.,49707.0
"full-time experience working for New York City government in a customer service or public information capacity may be substituted for up to two years of this experience. College credit may be substituted for the experience in a customer service or public information capacity on the basis of 64 semester credits for each year of the experience described in \"\"2\"\" above.  To be eligible for assignment to Assignment Level II",49586.0
"Proven working experience in providing service desk support, working knowledge of help desk software, databases and remote control, strong client-facing and communication skills, advanced troubleshooting and multi-tasking skills, customer service orientation.",49394.0
"Excellent communication skills, ability to maintain professional demeanor when interacting with licensed plumbers and contractors; Aptitude in reviewing and interpreting engineering drawings, plans, and specifications; Comfortable with entering sheeted trenches for inspections; Ability to use survey equipment such as construction levels, tape measures, walking measures",49035.0
Possess a valid NYS driverâ€™s license which must be maintained for the duration of employment. Experienced in stock room and/or mail room operation. Computer literate. Able to perform the physical tasks of the job.,48957.0
"License Requirements:  Possession of a Motor Vehicle Driver License valid in the State of New York at the time of appointment.  History of serious moving violations, license suspensions, or serious accidents may disqualify for appointment. Employees must maintain the appropriate driver license for the duration of their employment.",48473.0
1. Certified in Integrated Pest Management. 2. Experience in providing pest control services using Integrated Pest Management methods. 3. Licensed in 7B category.,48183.0
"Candidates must possess excellent analytic, interpersonal, organizational, verbal, and written skills; as well the ability to multitask and perform effectively both independently and as part of a team. Candidates who are skilled in data mining and have an understanding in complex business structures and entity connections is preferred. Proficiency in Microsoft Excel, Access LexisNexis, City database systems (VENDEX, FMS, BIS, etc.) and working knowledge of PPB Rules required.",47824.0
"â€¢	Excellent communication skills, ability to maintain professional demeanor when interacting with Professional Engineer, licensed plumbers and other City Agency. Represent DEP during talks to Engineer, Plumber, tenants, community members and/or elected officials. â€¢	Aptitude in reviewing and interpreting engineering drawings, plans, and specifications.",47016.0
"all candidates must possess a four-year high school diploma or its educational equivalent as described in \"\"2\"\" above",46329.0
"â€¢	Strong computer skills including Outlook, Word, PowerPoint and Excel â€¢	Excellent writing, interpersonal, problem solving and communication skills â€¢	Excellent oral communication skills  â€¢	Ability to multi-task and adapt to changing needs and priorities â€¢	Demonstrate ethics and sound judgment",46316.0
"Proven track-record of 3-5 years professional work experience performing outstanding customer-service; Exceptional Interpersonal, Customer Service. Oral/Written Communication Skills; Demonstrated ability to competently interact and work with diverse clients, including C-Suite/Executive-Level Managers, public officials and the general public; Must be proficient in Microsoft Word/Outlook/PowerPoint/ Excel; Familiarity with the goals, missions and objectives of New York City Department of Health and Mental Hygiene.",46222.92
"â€¢	Good written and verbal communication skills â€¢	Strong organizational and time management skills  â€¢	Flexibility and willingness to perform a variety of tasks in a dynamic environment â€¢	Professional presentation â€¢	Familiarity with Word, Excel, Power Point, Outlook",46000.0
"â€¢ Ability to exercise discretion in all activities, high level of flexibility, reliability and dependability. â€¢ Strong initiative, attention to detail, sense of urgency, work ethic and follow-through skills necessary. â€¢ Effective communication, customer relations and interpersonal skills; experience working with all levels of the organization, and ability to interface with Mid-level and Senior Executives. â€¢ Excellent organizational skills with the ability to manage time and multiple priorities to completion. â€¢ Prior knowledge of imaging, encryption, configuring and setting up of desktops, laptops, iPads and other mobile devices.  Familiarity with Microsoft SharePoint portal, Telecom Inventory Management System, AirWatch portal preferred.   â€¢ IT vendor certification like A+ â€¢ Excellent Customer relations and communication skills with the Organizational skills, relationship skills, assertive ability to get the task done, and great follow up and attention to detail. â€¢ Ability to self-manage time and workload.",45766.0
"â€¢	Associates Degree or equivalent College Credit (64)  â€¢	Prior Law Enforcement, Military or Security Experience",45658.0
"â€¢ Excellent writing, communication, inter-personal, problem-solving and organizational skills â€¢ Ability to prioritize and manage multiple assignments â€¢ Ability to work with minimal supervision; high degree of initiative and creativity â€¢ Ability to work with diverse groups as part of a team and/or independently â€¢ Advanced proficiency in MS Office (Excel, Word, Outlook), and data entry â€¢ Familiarity with video editing technology",45000.0
"â€¢	Candidates must possess excellent written and verbal communications skills â€¢	Candidates must be proficient with PC software applications, such as Excel and Microsoft Word â€¢	Candidates with bi-lingual skills â€¢	Candidates may be assigned to any office within the 5 boroughs and may be assigned to work evenings and weekends.",44083.0
â€¢	Excellent Communication Skills (both orally and in writing) â€¢	Strong Customer Service Focus â€¢	Computer Proficiency  â€¢	Bilingual a Plus â€¢	Section 8 or other Rental Subsidy experience a Plus,44083.0
Candidates must have a Motor Vehicle Driver License valid in the State of New York.,43465.0
"- Ability to use Microsoft Windows Word, Excel, Visio,  Access and PowerPoint;   - Experience with data related to mandated health or mental health treatment;  - Good written and verbal communication skills, good organization and time management skills;",43152.0
"1. Knowledge and experience in Supply Chain Management. 2. Experience with Maximo and Oracle. 3. Excellent verbal and written communication skills. 4. Excellent organizational abilities. 5. Proficiency with Microsoft Word, Excel.",43079.0
"â€¢	Strong organization and communication skills;   â€¢	Proficiency in Excel and Word; â€¢	Must be detail-oriented, accurate, and possess good interpretive skills; â€¢	Must be responsive; possess effective people skills; and have the ability to work with  employees at all levels. â€¢	Prior supervisory experience preferred â€¢	History of volunteerism, such as service in the AmeriCorps or Peace Corps, is viewed favorably.",42799.0
"1. Strong interpersonal skills.  2. Strong writing and editing skills.  3. Highly detail-oriented.  4. Strong organizational skills and proven ability to manage time efficiently, meet deadlines, and multi-task in a fast-paced environment.  5. Knowledge, demonstrated interest, and/or prior work experience in any of the following fields: investigation, law enforcement, criminal justice, or public service.  6. Ability to maintain confidential information and manage multiple time sensitive projects.",42799.0
Preference given to candidates possessing significant previous experience working in the mail room of a large private organization or city agency; strong understanding of the NYC subway and bus systems helpful; strong organizational and interpersonal skills desired,41830.0
"Preferred Skills: 1.	Must be able to work well in a team environment and with all levels of supervisory staff. 2.	Demonstrate the ability to communicate complex ideas clearly. 3.	Must have the ability to analyze significant amounts of information and make correct decisions based on that information. 4.	Strong organizational, time management and logistical skills 5.	Demonstrated ability to prioritize and successfully carry out multiple assignments and meet deadlines. 6.	Must be comfortable traveling across the five NYC Boroughs using DEP vehicles or public transportation multiple times during the month. 7.	Proficient in Microsoft Word, Excel, Access and Outlook.",40962.0
Certified Food Handler Certificate,40962.0
Certified Food Handler Certificate.,40962.0
"Strong analytical, interpersonal and teamwork skills  Skilled in effective, clear and persuasive oral and written communications. A candidateâ€™s bi-lingual ability will be a strong component in the selection process  Strong computer and technical skills including but not limited to Word, Excel, Access and Outlook.",40799.0
"PREFERRED SKILLS â€¢	Successful candidates should have experience in data entry.  Knowledge of various computer programs such as Microsoft Word and Microsoft Excel; ability to type at least 35 words per minute. Excellent interpersonal communication skills .Strong work ethic and attention to detail. Ability to work independently and meet deadlines. Ability to work well in a fast-paced environment. Ability to maintain confidentiality.  SPECIAL NOTE 1.	Selected candidates will be required to provide a DNA sample by swabbing. 2.	In case of an emergency, your position may be designated as essential staff.",40629.0
"â€¢	Able to lift 50 pounds without restrictions.  â€¢	Strong oral & written communication skills. â€¢	Ability to multi-task & work with minimal supervision.   â€¢	Skilled in Microsoft Office.  â€¢	Able to use a power jack, inline and hand truck.",40629.0
"â€¢	Knowledge of Microsoft Word, Excel, Access and PowerPoint. â€¢	Basic mathematical skills â€¢	Clerical experience  â€¢	Excellent oral and written communication skills. â€¢	History of volunteerism, such as service in the AmeriCorps or Peace Corps, is viewed favorably.",40629.0
Applicants MUST currently be permanent in the Clerical Associate title.,40629.0
"Excellent interpersonal, research and writing skills.   Proficiency in LexisNexis, Microsoft Word and Excel a must.",40495.0
"Preferred Skills/Qualifications 1. 	Ability to drive to locations in all five boroughs.  2. 	Ability to work flexible hours, nights and weekends as needed.  3. 	Commercial Driver License a plus.",39923.0
"â€¢ New York State Grade 2B Water Treatment Operator Certification  â€¢ Class A Commercial Driverâ€™s License valid in the State of New York   â€¢ Ability to keep electronic logs of operation, equipment performance, maintenance activities and water quality  â€¢ Ability to operate equipment through SCADA, Process Logic Controllers or other  â€¢ Ability to take water samples  â€¢ Ability to work will hand or power tools.    â€¢ Ability to operate motor vehicles and motor-powered equipment.   â€¢ Ability to keep good written and electronic records.    â€¢ Ability to understand and use email",39838.0
"â€¢	A Qualifying Certificate in Food Protection issued by the New York City Department of Health and Mental    Hygiene is required.   â€¢	Previous work experience in a restaurant, school, or other large scale food operation.  â€¢	Motivated to achieve the highest possible standards for all meals served.  â€¢	Effective communication skills",38528.0
â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Ability to work independently & in a team and consistently maintain a professional demeanor.,37398.0
â€¢	Ability to be able to lift boxes/bins of files up to 25 lbs.  â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Proficient technology skills.,37398.0
"1.	Knowledge of Microsoft Word, Excel, Outlook, Access and PowerPoint.   2.	Office experience as well as demonstrable background dealing with members of the public. 3.	Excellent oral and written communication skills. 4.	History of volunteerism, such as service in the AmericCorps or Peace Corps, is viewed favorably.",36309.0
"Interested candidates should have excellent written and verbal communications skills, effective problem solving skills, and the ability to prioritize multiple tasks and manage time in a fast-paced environment. Task will require meticulous attention to detail. Candidate should be highly organized, adaptable, motivated, and able to work well independently as well as part of a team. Demonstrated experience with Word, Outlook, Excel and other Microsoft applications is strongly desired.",36309.0
"The ideal candidate should be hard-working, ambitious, and excited by the opportunity to work in a complex environment undergoing a period of significant institutional change. In addition the candidate should possess the following:  â€¢ Minimum, High School Diploma or its educational equivalent. â€¢ Three years of experience in community work or community centered activities in an area related to the duties described above. â€¢ Outstanding interpersonal and communication skills; excellent writing and strong organizational skills. â€¢ Knowledge of Microsoft Word, Excel, Outlook and Access. â€¢ Office experience preferred, as well as demonstrable background dealing with members of the public.",34238.0
Knowledge of pest control is a plus.,32665.0
Ability to read electrical drawings. Familiarity with NYC Electrical Codes.,409.78
"Knowledge of test and fiber splicing equipment, included but not limited to multi meters, Fiber OTDR, fusion splicers.  Possess outside plant experience which include fiber cable splicing and pulling within the KS manhole is Manhattan.  Certification in fiber optic splicing. Working knowledge using the citywide video platform Genatec is desirable.  Experienced in large data center HAVC systems operation maintenance and repair and installation are mandatory. Both water cooled and Freon type systems HAVC experience. Experienced in large data center fiber optic networks both inside plant and outside. Experienced with Video Networks and Video Distribution Systems. Experienced in Intelligent Transportation Systems including Video Detection, Microwave Sensors EZ-Pass tag reader. Journeyman level with Data Center electrical including a good working knowledge of battery backup systems, Fly wheel backup systems, large diesel generating systems in excess of 1 megawatt. Experienced in both loaded and unloaded testing and general maintenance of power backup systems. Experienced in real world blackout conditions operating on backup power for days.  Experienced with Traffic Signal Maintenance and Construction.  Experience with Municipal Street Light.",373.03
or training of a relevant nature acquired in an approved trade school,361.48
